model,tier,layer,cosine,causal_similarity,causal_projection
C2,_steepness,4,0.12918931768250852,0.030727007995267175,13.149708937028052
C2,_steepness,6,0.12078940693022949,0.028131285277844142,12.26100886457158
C2,_steepness,8,0.1319350159640557,0.038994974324985776,2.3778248663675754
C2,_steepness,10,0.13566572225286758,0.03596450665920667,37.62772674848935
C2,_steepness,12,0.11991137882062633,0.024861006142084308,36.814509174372574
C2,_steepness,14,0.1328167150783286,0.027976473120597395,29.998418788738633
C2,_steepness,16,0.13806904477075607,0.02617309098519449,28.29459073545877
C2,_steepness,18,0.1464251367581476,0.021655802741295527,32.59368919833878
C2,_steepness,20,0.17931897987811163,0.021055955210129595,51.80198850397164
C2,_steepness,22,0.1939391310656044,0.01805525855945478,428.9628733291829
C2,_steepness,24,0.18345697039272638,0.00869225387856376,419.9171308080995
C2,_steepness,27,0.1394806076639465,0.008576524719439926,95.73242276265955
RRDN4-b50,explicit,0,-0.01359881595009938,-0.033151105354796144,-0.16971143846870768
RRDN4-b50,explicit,2,0.021605256297043525,-0.23382850272880382,-57.589923443124874
RRDN4-b50,explicit,4,-0.018325696666142904,-0.3805079263036478,-107.49291311490659
RRDN4-b50,explicit,6,0.03152647588402033,0.7326895415655909,346.6633058059377
RRDN4-b50,explicit,8,-0.019353726897388696,0.5612676213287129,341.48158727888614
RRDN4-b50,explicit,10,-0.05957429111236706,-0.21398611837690834,-162.607773915217
RRDN4-b50,explicit,12,-0.0670455931534525,-0.2732995243580768,-277.9544841739381
RRDN4-b50,explicit,14,0.017763427037280052,0.17917213425685496,214.62428015040902
RRDN4-b50,explicit,16,0.013859142431756481,0.4455480661209908,613.3450201945928
